operatingSys,subcategory,description,what_is_new,url,NumInstall,DatePublished,softwareVersion,size,topDeveloper,reviews_num,Num_star,app_name
      2.2 and up    ,Arcade,"Hi and welcome to piano tiles 2 game .,This is a very interesting game, it looks very simple, but it's hard to get a high score.The rule is concise, just tap the colorful tiles , the game start.Attention,once you tap the white tiles or red crump,the game would be over! This is a challenge of your endurance and ability,do you want to have a try？ Join us!,we have made color switch,Piano Tiles 2 is the sequel to your favorite Piano Tiles with new gameplay, graphics and sounds.,* classic mode:the classic mode of white tiles, same number,you must get * the shortest time,which is your record? ,Piano Tiles may be the follow up towards the greatly popular game Piano Tiles (Don't Tap the Whitened Tile). New game play, first-class seem quality along with a global competition mode provide your fingers a quick paced thrill using the elegance of piano playing!,We're prospecting fans of Piano Tiles 2,- What's new in Piano Tiles 2 (Don't Tap The Whitened Tile 2 :,Added login feature to allow synchronization of game data and competition with buddies,Brand-new game play,Contend with gamers all over the world,New color plan, multicolor rather than black and whitened,New music, have the pleasure of the professional pianist",,,"  50,000 - 100,000  ",12-Feb-16,1, 1.8M  ,,696,3.2,Piano tiles two
      2.3 and up    ,Simulation,"NOTHING BUT BIG V8 ENGINES, LOTS OF HORSEPOWER AND HEAVY CAR TRAILERS ,This new truck transporter game is all about big V8 engines, lots and lots of horsepower and a massive transport trailer to deliver real luxury car vehicles to various car dealers across the real big city. This luxury car transport simulator offers many challenging game levels that will last for hours. Cargo truck games have never been this adrenaline filled...",Bugs Fixed.,,"  50,000 - 100,000  ",19-Feb-16,1.1, 47M  ,,646,3.6,Heavy Car Transport Truck 16
      2.3 and up    ,Role Playing,"In the year 3xxx, the Earth faces an extinction threat… After a massive pollution on the planet, giant mutant Titans appear, threatening to enslave the mankind. All identified super heroes around the world have joined a force to fight against those creatures and take back the Earth.",,,"  10,000 - 50,000  ",2-Feb-16, 1.1.0  , 10.0M  ,,431,4.4,Hero Warrior
      2.3 and up    ,Casual,"The Mermaid Princess is pregnant with twins. Please take care of her.  Few weeks later, the mermaid princess will give birth. Would you please stay with her when she gives birth and take care of the twins? Please remember to bath the twins everyday. The newborn twins might get ill. If they got ill, please give them some treatments., ,In this game, you could:,1. Take care of the pregnant mermaid princess. ,2. Take the mermaid mommy to check-up.,3. Help the mermaid give birth.,4. Give some treatments to the twins if the baby mermaids got sick.,5. Bath the newborn twins.,6. Take care of the mermaid twins.,7. Put makeup on mermaid mommy.,8. Dress up the mermaid mommy.,9. Dress up the mermaid twins.  ",,,"  100,000 - 500,000  ",5-Feb-16, 1.0.0  , 39M  ,,618,3.9,Mermaid Newborn Twins Baby
      2.3 and up    ,Adventure,-- Clan of Raptor is finally here! --,,,"  10,000 - 50,000  ",13-Feb-16,1, 40M  ,,240,4.1,Clan of Raptor
      4.0.3 and up    ,Simulation,"""Samurai Love Ballad: PARTY -Sengoku Princess-,Bring one of the most exciting periods of Japanese history to life with the latest romance app in the Voltage PARTY series! ",軽微なバグの修正,,"  10,000 - 50,000  ",25-Feb-16, 1.2.0  , 26M  ,Top Developer,710,4.7,Samurai Love Ballad: PARTY
      2.3.3 and up    ,Casual,Preschool Kids Coloring Game for Cute Shopkins Superstore Play the best digital coloring book for kids.,,,"  1,000 - 5,000  ",13-Feb-16,1, 13M  ,,12,3.3,Coloring Game  Shopkins Store
      2.3 and up    ,Casino,"Zombies have attacked. It is time to run away, or stay and take a fight. They have surrounded the compound. The only way to save your and your friends’ life is to challenge new special post-apocalyptic slot machines on a game of slots.",Small fixes and improvements,,"  5,000 - 10,000  ",19-Feb-16,,,,327,4.4,Zombie Attack Slot Machines
      4.0 and up    ,Board,"Play Farkle Dice Game! We have finally created Farkle for Android.,Farkle is interesting dice game and similar to Yahtzee.",Facebook share result changed!,,"  10,000 - 50,000  ",22-Feb-16, 1.0.13  , 10M  ,,683,4.5,Farkle Dice Game
      2.3 and up    ,Puzzle,"Hidden Scenes is a game similar to a jigsaw puzzle where you swap and flip the pieces to reveal the hidden scene. When all pieces are flipped / swapped into their correct location, you win!",,,"  1,000 - 5,000  ",19-Feb-16, 1.0.1  , 45M  ,,77,4.6,Hidden Scenes - Cute Critters
      2.3 and up    ,Arcade,"Ultimate addictive and incredible game with amazing graphics and simple game play. ,Challenging and hard to master game with different characters to play with. Just avoid the pits in your way by jumping over them. If single pit comes in the way of your unlocked character single tap would be enough to avoid it. While moving on your track if your character face to missing tiles double tap with some interval and avoid the pit. You can unlock cool characters like Dog, Cat, Goat, Bull, Monkey, Unicorn in the game. Play with your character and compete with your friends by sharing your score.",,,  10 - 50  ,22-Feb-16,1, 32M  ,,34,3.8,Avoid The Pit
      2.1 and up    ,Racing,"A glistening quarter-mile of rain-soaked pavement of the tropical island lies before you. Will you drift, draft or smash your way to the finish line? Kart Racer delivers a deep and realistic open wheel motorsport.",v1.1: Fixed some crash bugs of the game. Thanks.,,"  1,000,000 - 5,000,000  ",4-Feb-16,1.1, 17M  ,,"8,832",4.1,Kart Racer 3D
      2.3.3 and up    ,Action,"Follow color pattern to cross multi colored obstacle in this paced action game! Colour Switch is a challenging action game that is fun for all ages.,The objective of Color Switch is quite simple; you need to get the ball from one end of the action to the other. However, it can’t be that easy, and it isn’t. In between the start and end points, there are many different types of obstacles that the ball needs to pass through. These obstacles are colour coded, which means that the ball can only pass through the part of the obstacle where the color of the ball matches the Color of the obstacle. If the ball tries to pass through at any other Color point it will explode, and you’ll have to start over again. You need to successfully pass the finish line in order to finish the level.",,,"  5,000 - 10,000  ",11-Feb-16,1, 8.3M  ,,112,4.1,Color Switch !
      2.3.3 and up    ,Music,Play the #1 piano rhythm game on Android for FREE!,,,"  10,000 - 50,000  ",5-Feb-16, 1.0.44  , 16M  ,Top Developer,667,4.2,Black Tiles™ : Piano Master
      2.3 and up    ,Casual,Mermaid Makeup Salon is a special makeup game with theme of Mermaid. ,,,"  10,000 - 50,000  ",19-Feb-16, 1.0.078  , 20M  ,,301,4.2,Mermaid Makeup Salon
      2.3 and up    ,Casual,"The stick man is back! ,4 Brand new modes are waiting for you!,Can you run farther?",optimization.,,"  10,000 - 50,000  ",17-Feb-16, 1.0.4  , 9.9M  ,,123,4.3,Stick Man 2 : New Hero
      3.0 and up    ,Simulation,"Welcome to the best dragon simulator of 2016. Fly your dream fire age red dragon, master your dragon riding skills. Start the game from dragon nest and flap your dragon  wings through the sky to fly. Discover exciting islands and mountains.,You can do whatever you want in magical world of dragons! ,Download and play for free!,Game Features,✔ Realistic Mountains & Islands,✔ Incredible flying dragon model,✔ Stunning HD Graphics,✔ Realistic dragon animations,✔ Beautiful Landscapes,✔ Easy and Free to use,✔ No WiFi? No Problem.,✔ Offline Play,Enjoy ツ","v3,Fixed: Dragon Rotation problem in some devices",,"  10,000 - 50,000  ",8-Feb-16,3, 17M  ,,386,3.9,Flying Dragon Simulator 2016
      2.3.3 and up    ,Role Playing,"The epic action-filled MMO collectible card game comes on mobile! Wipe out the Evil forces and accompany the Highest Priestess on a mission to restore peace and prosperity! Hero, we need you!",,,"  1,000 - 5,000  ",16-Feb-16,3, 85M  ,,46,3.8,Trial Of Heroes: Online RPG
      2.3 and up    ,Card,"Vegas Solitaire : Royal (also known as Klondike or Classic Solitaire) is the Best Solitaire card game on Android, get it for Free Now!",Add Gift Pack IAP,,"  5,000 - 10,000  ",24-Feb-16,1.4, 9.8M  ,,47,4.1,Vegas Solitaire : Royal
      2.3.3 and up    ,Educational,"Hey, little explorer, this time let's go to the polar area and try something exciting. Snowflakes are dancing in this frozen wonderland and lovely stories might happen between you and the cute animals there. Well, it's gonna be quite a journey, you need to be well-prepared for everything so that you can deal with the emergency and give a hand to others at any time. Look~ there's a lost penguin. Take the baby with you and find its mommy. It's a challenge, it's an adventure, just bring your own wisdom into the trip and you can make it through!",,,"  5,000 - 10,000  ",22-Feb-16,1, 73M  ,,498,4,Emily's Polar Adventure
      2.3 and up    ,Puzzle,Match the Shopkins,,,"  5,000 - 10,000  ",2-Feb-16, 1.0.1  , 26M  ,,65,4,Match the Shopkins
      3.0 and up    ,Simulation,"What catty business! Suddenly, you’re a lethal Black Panther looking to slay your victims.",,,"  10,000 - 50,000  ",19-Feb-16,1, 48M  ,,257,3.9,Revenge Of Black Panther 2016
      2.3.3 and up    ,Educational,"Hey~ Welcome to this frozen kingdom! Here's an invitation from the noble princess, why not open it now?",,,"  100,000 - 500,000  ",8-Feb-16,1, 85M  ,,"2,395",4.1,Princess Salon: Frozen Party
      2.3.3 and up    ,Casual,Preschool Kids Coloring Game for Shopkins Version the best digital coloring book for kids.,fixbug,,"  5,000 - 10,000  ",9-Feb-16,1.1, 13M  ,,60,3.5,Kids Coloring Game for Shopkin
      2.3 and up    ,Action," ,San Andreas Crime City 2 : Gangster Story is one of the best action games in 2016!,In this game you are gangster - hero, who doesn't afraid anything. In your city mafia ruling the streets. Savage, aggressive criminals are everywhere. They shooting, kill people, rob banks and stores. There is a criminal chaos in the city.,It's time to show everyone who’s boss by shooting rivals and ruling the streets. You are not policeman. You are a gangster, who don't need for glory - you have a greed for revenge. You have a big gun and must to kill as much as possible bandits with guns, knifes and other weapons.,Are you ready to rescue a people from horrible life among blood, shots, bandits and killers? ,You as a player are given a full sized city where you can go nuts, but don’t go on a rampage because then the cops will be upon you. The action in this crime simulator 3D game revolves around shooting and killing your enemies. ",,,"  100,000 - 500,000  ",8-Feb-16, 1.0.0.0  , 49M  ,,"2,691",3.6,San Andreas Crime City II
      4.0.3 and up    ,Casual,"Join the the tooth fairy princess as she flies around town to collect as many teeth as possible!,Overcome sweet obstacles like storm clouds and crazy cats on this fun & magical adventure! ,Grab your toothpaste, mouthwash and floss picks and make sure to have the cleanest teeth ever! ",,,"  100,000 - 500,000  ",9-Feb-16, 1.0.1  , 51M  ,Top Developer,"2,495",3.7,Tooth Fairy Princess Adventure
